articleID;reviewerID
172983;7432918|7433002|7432998
172984;7432988|7432959|7432989
172986;7433037|7432950|7433062
172990;7432868|7432892|7433027
172994;7432965|7433052|7433102
172996;7432954|7432965|7433074
173002;7432958|7432911|7433007
173005;7433058|7432933|7432893
173006;7433018|7432937|7432933
173007;7432924|7432944|7433009
173009;7433077|7432934|7432906
173011;7432904|7432942|7433012
173014;7432986|7433023|7432950
173015;7432966|7433025|7433088
173020;7433108|7433087|7432990
173025;7432977|7432876|7432965
173027;7433067|7432888|7432911
173031;7432911|7432914|7433079
173035;7432890|7433105|7432999
173036;7433089|7433094|7432968
173045;7433112|7432874|7433054
173047;7432982|7433032|7432936
173051;7433054|7433081|7433061
173056;7432921|7432908|7432884
173058;7433000|7433037|7432951
173061;7432925|7433082|7432876
173062;7433107|7432869|7433094
173066;7433053|7432960|7433106
173068;7432992|7433078|7432954
173069;7432881|7433081|7432975
173074;7432941|7433094|7432997
173075;7433010|7432979|7432892
173076;7432996|7433078|7432949
173077;7432890|7432907|7432942
173080;7433065|7433008|7432917
173082;7432939|7432879|7432898
173087;7433030|7433084|7433041
173088;7433072|7433008|7432968
173089;7433017|7433005|7432869
173090;7432904|7433064|7433078
173091;7433103|7433049|7432992
173095;7433063|7432913|7432885
173097;7433090|7433054|7433033
173099;7433113|7433103|7433025
173100;7432943|7433030|7433026
173101;7433015|7433005|7432943
173110;7432970|7432871|7433076
173115;7432934|7433084|7433048
173117;7433042|7432910|7433014
173122;7432955|7433016|7432913
173124;7432993|7432876|7432868
173127;7432874|7432918|7433002
173132;7433031|7433062|7432972
173133;7433008|7432994|7433074
173139;7433108|7432926|7432899
173140;7433057|7433049|7433082
173141;7432934|7432951|7432883
173142;7433036|7433039|7433106
173143;7433043|7432988|7433024
173147;7433061|7432895|7433053
173148;7432870|7432948|7432920
173151;7432955|7432894|7433013
173159;7432874|7433088|7432957
173160;7433079|7433057|7433101
173162;7432923|7432950|7433050
173163;7432908|7433041|7432907
173164;7433078|7432922|7432974
173167;7432997|7433103|7432879
173168;7433037|7432881|7433017
173171;7432880|7433084|7432953
173177;7433043|7433023|7432956
173179;7433112|7432865|7433080
173183;7433081|7432881|7432955
173185;7432934|7433084|7432930
173188;7433099|7433077|7432980
173192;7433066|7433099|7432930
173196;7432997|7432874|7432876
173203;7432938|7432888|7433024
173206;7432954|7432947|7432953
173208;7432988|7432918|7432992
173209;7432945|7432958|7432882
173211;7432916|7432895|7433100
173212;7432944|7433023|7432953
173213;7432890|7432945|7433078
173214;7433110|7432911|7433007
173215;7432895|7432886|7433078
173218;7432896|7432938|7432913
173219;7432915|7432990|7433065
173220;7433071|7433102|7433039
173221;7432901|7432874|7432924
173222;7432868|7432949|7432905
173225;7433016|7432913|7432977
173226;7433098|7432985|7432963
173229;7433002|7433054|7433047
173231;7432981|7432953|7432922
173232;7432980|7433062|7432985
173233;7432905|7433020|7432918
173234;7433014|7433026|7432942
173242;7432978|7432996|7432934
173244;7433071|7432884|7432925
173245;7432947|7432981|7432952
173248;7433051|7433059|7432867
173250;7432953|7432971|7432868
173254;7433067|7432908|7432930
173256;7433112|7432992|7433048
173258;7432940|7433104|7432934
173259;7433078|7432938|7432978
173260;7432946|7433099|7432872
173261;7432972|7432920|7432949
173262;7433063|7433027|7432965
173263;7433097|7433080|7432951
173268;7433095|7432944|7432943
173273;7432907|7432979|7432986
173277;7432969|7432994|7433060
173285;7433101|7432933|7433097
173287;7432886|7432985|7433059
173288;7432960|7433095|7433076
173291;7433084|7433096|7432941
173292;7433017|7432967|7433033
173293;7433086|7432979|7433109
173294;7433070|7432906|7433005
173296;7433098|7432946|7432911
173297;7433111|7432901|7432905
173298;7433022|7433053|7432956
173302;7433077|7433001|7432930
173303;7432892|7432974|7433074
173304;7433001|7433078|7432922
173306;7433098|7432902|7432910
173315;7432995|7433039|7432972
173316;7432935|7432930|7432921
173322;7432909|7433056|7432986
173323;7433002|7432965|7433012
173327;7433026|7432932|7433032
173329;7433043|7432958|7432961
173330;7432885|7432948|7432889
173332;7432955|7432872|7432941
173335;7433023|7432919|7432939
173336;7433093|7433013|7432956
173341;7432873|7432920|7433108
173344;7433047|7432890|7432994
173347;7433110|7432880|7432967
173349;7432910|7432981|7432894
173350;7433053|7432903|7432944
173355;7433053|7432946|7432952
173358;7433054|7432876|7432888
173363;7432913|7432976|7433000
173365;7432969|7432892|7433049
173368;7432886|7432901|7432990
173369;7433064|7433045|7433113
173373;7432899|7433113|7433083
173379;7432935|7432977|7433012
173380;7432949|7433107|7432999
173383;7432914|7432878|7433069
173388;7432911|7433090|7432900
173389;7432884|7432989|7433059
173400;7432876|7432956|7432917
173404;7433041|7433006|7432931
173407;7432908|7433094|7433096
173410;7432935|7433066|7433090
173412;7433027|7432905|7432981
173416;7433093|7432870|7432953
173419;7433041|7433006|7432960
173420;7433062|7433069|7432909
173422;7433088|7432891|7433016
173424;7432919|7432871|7432938
173425;7432922|7433048|7432946
173426;7432959|7432967|7433087
173429;7432937|7432972|7432871
173434;7433063|7432914|7432967
173436;7433050|7432937|7433017
173438;7432897|7432983|7433046
173444;7433101|7432974|7433043
173445;7432885|7432910|7433012
173450;7432996|7432891|7432990
173454;7433054|7432951|7432942
173455;7432919|7433078|7432982
173458;7432882|7433105|7433056
173461;7432910|7433061|7433098
173463;7432987|7433080|7432887
173464;7432906|7433108|7432894
173465;7433111|7432954|7433014
173466;7432980|7433030|7433076
173467;7432996|7433055|7432874
173468;7433079|7433001|7432872
173476;7432948|7433017|7433099
173478;7432956|7432990|7432871
173480;7432887|7432977|7433089
173481;7433087|7432963|7433011
173485;7433015|7433007|7432911
173492;7432936|7433099|7433025
173494;7432900|7433061|7433003
173495;7433101|7432973|7432936
173496;7433052|7432950|7432917
173501;7433080|7432960|7432871
173502;7432955|7432946|7432872
173503;7433103|7433000|7433020
173504;7433066|7432905|7432912
173507;7432872|7432929|7432867
173510;7433090|7433002|7432891
173512;7433034|7433067|7432997
173513;7432900|7432956|7433003
173514;7432954|7432967|7433109
173515;7432865|7432893|7432888
173517;7432966|7432938|7432867
173524;7433054|7433066|7432885
173532;7433015|7433085|7432998
173533;7432909|7432876|7432997
173534;7433020|7432901|7433077
173538;7433057|7433104|7433001
173540;7432974|7433032|7433107
173544;7432994|7433020|7433049
173548;7432898|7432986|7433048
173555;7432911|7432909|7432966
173556;7433090|7432963|7433003
173558;7432904|7433051|7433001
173565;7432967|7433043|7432998
173566;7432980|7432871|7433035
173568;7432905|7432975|7432876
173569;7432927|7433059|7433039
173570;7432935|7433034|7433036
173571;7432953|7432995|7433062
173574;7432948|7432892|7433100
173575;7433017|7432890|7432938
173581;7432924|7432960|7432998
173583;7432876|7433109|7433072
173584;7432926|7433003|7433104
173585;7432865|7432999|7433083
173590;7432947|7432878|7432918
173591;7432936|7433034|7433089
173592;7433092|7433097|7433002
173593;7433062|7432991|7433059
173594;7433013|7432942|7432907
173599;7432873|7432959|7432973
173602;7432990|7433043|7432997
173608;7433018|7433047|7432931
173611;7433110|7432954|7432996
173616;7432869|7433080|7433005
173621;7432869|7433000|7432896
173622;7432881|7432876|7432960
173624;7432980|7432906|7433071
173625;7432946|7433063|7433034
173628;7432968|7433002|7432905
173629;7432941|7432966|7432948
173635;7432868|7432966|7432879
173638;7432886|7433111|7432945
173639;7433033|7432916|7432873
173641;7432959|7432952|7433013
173642;7432912|7432962|7432909
173644;7432902|7433047|7432978
173645;7432923|7432980|7433070
173646;7433111|7432992|7433104
173648;7433021|7432994|7433011
173663;7433087|7433100|7433101
173666;7432954|7432934|7433054
173670;7433032|7432885|7432961
173672;7432945|7433082|7433017
173673;7433067|7433065|7433112
173674;7432876|7432959|7432974
173675;7432958|7433093|7432978
173676;7433018|7433074|7433038
173677;7432969|7433061|7432916
173680;7433056|7433031|7432888
173683;7433066|7433023|7433055
173685;7433101|7433022|7432940
173689;7432935|7433060|7432954
173692;7433050|7433027|7433035
173696;7433013|7433101|7433113
173697;7433031|7432964|7433027
173700;7433050|7432876|7433104
173701;7433073|7433059|7433095
173707;7432939|7432870|7433093
173711;7432878|7432971|7432970
173714;7433043|7433113|7432963
173715;7432982|7432926|7432984
173720;7433055|7432971|7433101
173723;7432965|7432989|7432931
173732;7432876|7433055|7433003
173733;7432957|7432999|7433083
173741;7433049|7433090|7432941
173743;7432931|7433106|7432964
173746;7433027|7433034|7432904
173754;7432917|7433048|7433019
173756;7432890|7432912|7433047
173757;7432969|7432935|7432952
173759;7432944|7432911|7432943
173761;7433041|7433074|7433029
173764;7433093|7433101|7432976
173770;7432895|7432933|7433013
173785;7432877|7433079|7432878
173786;7432998|7433013|7433033
173787;7433032|7432999|7433028
173788;7432869|7433015|7432957
173789;7432974|7432866|7432978
173792;7432917|7432921|7432887
173793;7433057|7433005|7432941
173799;7432926|7432998|7432954
173802;7433034|7433054|7432919
173804;7433072|7432928|7432948
173806;7433080|7432970|7432879
173809;7432962|7433033|7432989
173811;7432947|7433107|7433101
173813;7433089|7433107|7432932
173814;7432881|7433110|7433011
173818;7433101|7432915|7432973
173828;7433055|7432903|7433048
173830;7432908|7433058|7433022
173832;7432922|7432896|7433054
173836;7432883|7433042|7432978
173837;7432999|7432974|7433025
173841;7433024|7433015|7433105
173843;7432918|7432916|7433030
173844;7433057|7433036|7432984
173850;7432887|7432944|7432943
173856;7432949|7433074|7432947
173857;7433058|7433026|7432909
173858;7433103|7433048|7433030
173864;7432866|7432882|7432873
173868;7433018|7432945|7432984
173869;7433077|7433023|7433068
173872;7433030|7432949|7433035
173873;7433020|7432961|7432921
173877;7432976|7432993|7433063
173879;7432984|7432871|7432903
173882;7432906|7433109|7432875
173889;7432958|7433113|7432903
173891;7432866|7433013|7432908
173895;7433074|7432925|7432900
173897;7432937|7432939|7432900
173903;7433052|7432875|7433044
173905;7433079|7432909|7433111
173915;7432968|7432883|7432947
173926;7433063|7433020|7432876
173927;7433079|7432944|7432923
173931;7432923|7432912|7433075
173934;7433070|7433065|7432983
173938;7432968|7432960|7432952
173941;7432867|7432908|7433105
173943;7433063|7432885|7432893
173950;7432973|7433015|7432931
173952;7432962|7432981|7432888
173955;7433004|7432892|7433022
173958;7432931|7433017|7433005
173960;7432940|7432946|7432950
173961;7432995|7432884|7433067
173964;7432936|7432869|7433034
173968;7433072|7432917|7432992
173976;7432867|7432931|7433065
173977;7433009|7432894|7432881
173981;7432896|7432985|7433053
173984;7432938|7433057|7433036
173986;7432874|7433053|7433062
173987;7432951|7433108|7433063
173990;7433028|7432917|7432881
173993;7432913|7432966|7432886
173996;7433083|7432959|7433099
173997;7432894|7433002|7433071
173998;7432900|7433009|7432924
174000;7433042|7432958|7433078
174002;7432895|7432972|7432950
174003;7433111|7432980|7433055
174009;7432943|7432932|7433028
174019;7432925|7433068|7433047
174021;7432880|7432949|7433100
174024;7433060|7433039|7432892
174026;7432974|7432957|7432887
174028;7432878|7432967|7432945
174030;7432995|7432883|7433041
174031;7433027|7433079|7433064
174034;7432997|7433078|7433025
174042;7433095|7432973|7432911
174043;7433032|7432972|7432866
174045;7432966|7432947|7432881
174046;7433030|7432980|7433094
174047;7432907|7432975|7433080
174048;7433011|7432985|7432960
174050;7432880|7432991|7432933
174052;7432982|7432926|7433056
174056;7433021|7433080|7432955
174057;7432945|7432879|7432944
174058;7432921|7432917|7432962
174063;7433050|7432977|7433026
174064;7432900|7433083|7432865
174065;7432895|7433002|7432992
174070;7433105|7432878|7433005
174071;7433108|7433096|7433024
174078;7433009|7433084|7433059
174086;7432952|7432905|7432979
174087;7433010|7433042|7433011
174090;7432898|7432929|7433012
174091;7433091|7433088|7432940
174104;7433034|7433076|7432982
174109;7432954|7432894|7433103
174112;7432943|7433025|7433046
174115;7433060|7432990|7432980
174116;7432955|7433007|7432977
174118;7433033|7433008|7432941
174119;7432883|7433095|7432870
174121;7432990|7432925|7432959
174122;7432912|7433004|7432875
174126;7433018|7432893|7433020
174132;7432989|7433105|7433079
174138;7433033|7433004|7433006
174139;7433056|7433041|7432970
174140;7433055|7433037|7432942
174142;7433040|7433067|7432962
174148;7433044|7433037|7433048
174163;7432968|7433031|7432868
174164;7432943|7432890|7433101
174171;7432936|7432878|7432996
174173;7433055|7432925|7432865
174178;7432887|7432883|7433018
174179;7432934|7433086|7433031
174182;7433085|7433058|7432883
174190;7433075|7432867|7432952
174200;7432894|7432913|7433014
174201;7433001|7432894|7432937
174203;7433007|7433041|7432924
174209;7432976|7433000|7432907
174212;7432993|7433064|7432934
174220;7432925|7433057|7433037
174224;7433020|7432969|7432873
174225;7432898|7432999|7432892
174226;7433022|7433019|7432903
174227;7432972|7433110|7432988
174231;7432951|7432930|7433090
174238;7433065|7432956|7433029
174245;7433032|7432891|7432919
174247;7432897|7432910|7432933
174248;7433107|7433006|7433088
174249;7432968|7433071|7432872
174252;7433018|7432901|7433047
174254;7433061|7432941|7433001
174255;7432889|7433018|7432982
174259;7433112|7432942|7432975
174261;7432871|7432924|7432942
174266;7432939|7432916|7433027
174269;7432904|7432909|7432930
174270;7433078|7432955|7432874
174274;7433017|7433037|7432989
174276;7432995|7432952|7433089
174280;7433022|7432963|7433056
174281;7433084|7433102|7432948
174282;7432957|7432945|7432973
174285;7432979|7433079|7432944
174286;7432896|7432945|7432989
174293;7433028|7433060|7433062
174298;7432969|7433083|7432965
174299;7432982|7432979|7432955
174304;7432928|7432909|7433027
174305;7432973|7433106|7432994
174306;7433041|7432939|7433007
174312;7432975|7432991|7433107
174313;7432888|7433076|7433061
174315;7433042|7433053|7433015
174317;7432991|7432964|7433105
174322;7432879|7433070|7432972
174334;7433069|7432925|7432923
174336;7432914|7433002|7433069
174337;7432945|7433047|7432917
174338;7432970|7432873|7433020
174339;7432943|7433113|7433069
174344;7432933|7432890|7432898
174348;7433088|7433052|7432876
174350;7433097|7433058|7432954
174361;7433021|7433048|7432974
174372;7432900|7432882|7432903
174373;7433092|7433057|7432956
174374;7432987|7433004|7433052
174376;7433111|7432880|7432871
174379;7432987|7433033|7432940
174385;7432973|7432990|7432991
174386;7432946|7432927|7432908
174387;7433056|7433026|7433094
174388;7433050|7432881|7433024
174391;7432942|7433083|7433027
174392;7433038|7432902|7433097
174393;7433080|7433018|7433072
174395;7433054|7433026|7433078
174397;7433033|7432989|7432947
174399;7433029|7432937|7432967
174400;7432973|7433063|7433029
174401;7432979|7433024|7432881
174403;7433057|7432911|7433019
174404;7432873|7433000|7432875
174407;7433032|7432922|7432980
174408;7433023|7432956|7432971
174410;7432902|7433111|7432985
174413;7433040|7432950|7432958
174423;7432918|7433101|7433083
174429;7432889|7432956|7432955
174431;7432985|7432886|7433074
174432;7433056|7433062|7432933
174438;7432865|7432979|7432903
174445;7433007|7432982|7433087
174446;7433057|7432915|7432888
174447;7432961|7432890|7433053
174448;7432927|7432976|7433049
174449;7433038|7432996|7433073
174454;7432913|7432880|7433082
174462;7433030|7433061|7433038
174464;7433102|7433056|7433001
174465;7432971|7433111|7432981
174466;7433094|7432909|7433036
174470;7433071|7432898|7432956
174477;7433098|7433068|7432929
174478;7432881|7433033|7433090
174484;7433099|7432913|7433093
174488;7432877|7433109|7432928
174490;7433113|7433099|7433057
174501;7432874|7433008|7433051
174502;7432988|7432901|7432925
174505;7432872|7433045|7432912
174507;7432940|7433012|7433026
174508;7433110|7433104|7432958
174524;7433060|7433053|7432949
174528;7432893|7433057|7433104
174531;7432931|7432971|7432998
174534;7433104|7433085|7433004
174535;7432912|7433079|7432973
174537;7433014|7432920|7432947
174542;7432939|7433077|7433041
174546;7433018|7432986|7432994
174551;7433076|7432889|7433111
174555;7433098|7432892|7432964
174556;7433097|7432964|7433078
174563;7433012|7432902|7432974
174566;7433029|7432950|7432917
174567;7432938|7432970|7432951
174568;7433037|7432970|7433102
174569;7432952|7432934|7432950
174571;7432947|7433077|7432942
174573;7433076|7432935|7432893
174580;7432887|7433076|7432918
174583;7432943|7433074|7433009
174584;7432915|7432980|7432872
174591;7433096|7433055|7433058
174593;7433005|7433053|7432940
174594;7432901|7433105|7432954
174600;7432927|7433089|7432995
174601;7432963|7433091|7432866
174602;7432932|7433100|7433012
174610;7433033|7433020|7433087
174624;7432982|7432995|7432953
174625;7432936|7433099|7432969
174629;7433007|7433032|7432993
174634;7432867|7433056|7432868
174639;7432941|7433058|7433074
174641;7432993|7432979|7433054
174650;7433028|7432991|7432894
174652;7432923|7433048|7433055
174658;7433012|7433106|7432915
174660;7432925|7433069|7432914
174661;7432883|7432966|7433040
174662;7432866|7432996|7432909
174665;7433099|7433005|7433037
174668;7432901|7432882|7433072
174672;7432931|7433029|7432993
174680;7432910|7432925|7432965
174694;7433011|7433095|7432941
174695;7432993|7432883|7433055
174699;7433080|7433108|7432970
174703;7433057|7432898|7432904
174704;7432969|7433042|7432882
174706;7433052|7432871|7432968
174708;7432926|7433081|7433099
174710;7432892|7432904|7433038
174711;7432922|7433113|7433091
174715;7432974|7432912|7432977
174716;7432882|7432905|7433095
174719;7432865|7432874|7433079
174720;7433071|7432944|7432879
174722;7433030|7433040|7433032
174724;7433082|7433059|7433027
174729;7433035|7432981|7432907
174733;7433026|7432993|7432875
174734;7432913|7432879|7432944
174735;7432915|7432978|7432948
174739;7432950|7433083|7433017
174742;7433066|7433051|7432942
174745;7433042|7433095|7432997
174746;7432963|7433010|7433023
174748;7433106|7433099|7432930
174753;7433043|7432979|7433078
174756;7432939|7432953|7432872
174757;7433077|7433052|7432987
174758;7432877|7432957|7433096
174762;7432896|7433070|7433003
174764;7432938|7433039|7432937
174766;7432932|7432963|7432924
174773;7433076|7432972|7433100
174780;7433086|7432972|7433110
174783;7433073|7432945|7432872
174784;7432889|7432886|7432868
174788;7432908|7433004|7433071
174790;7432954|7432922|7432898
174791;7432943|7432906|7433022
174799;7432865|7433007|7433078
174800;7432940|7432873|7433094
174802;7432929|7433046|7433037
174803;7432972|7432985|7432970
174804;7432989|7433113|7432946
174808;7433008|7432967|7433054
174811;7433062|7432949|7432874
174812;7432914|7432949|7433077
174814;7433056|7432950|7432971
174816;7432889|7432981|7432963
174817;7433091|7433078|7432988
174820;7432999|7432956|7432870
174825;7433021|7432965|7432975
174835;7432927|7433012|7433043
174836;7433010|7432938|7432877
174838;7432924|7432930|7432897
174840;7433074|7433040|7432901
174842;7433025|7433019|7432866
174845;7432913|7432884|7433047
174848;7432944|7432891|7432876
174851;7433109|7433051|7433111
174856;7432962|7433066|7432933
174857;7432914|7432911|7433110
174861;7433052|7432942|7432941
174862;7433071|7433065|7432913
174863;7433006|7433079|7432966
174865;7432963|7432973|7432923
174867;7432975|7433016|7432945
174873;7432899|7433000|7432940
174875;7433068|7433063|7433066
174879;7432916|7432929|7432946
174889;7433074|7433094|7432977
174897;7432982|7432962|7432984
174907;7433013|7433084|7432916
174914;7432998|7432909|7433013
174915;7432956|7433044|7433072
174918;7433022|7433062|7432924
174921;7432904|7433003|7432920
174933;7432880|7433061|7432981
174936;7432894|7433066|7433076
174937;7433071|7433009|7432895
174938;7432986|7432981|7433049
174941;7432984|7433104|7432941
174943;7432903|7432896|7432909
174948;7432953|7432933|7433025
174949;7433023|7432905|7433029
174953;7432894|7432938|7432923
174954;7432935|7433103|7432990
174959;7432936|7432985|7432884
174963;7432971|7432901|7432944
174964;7433107|7432891|7432925
174965;7433111|7433038|7432910
174968;7432923|7432865|7432982
174969;7433094|7433005|7433092
174971;7432998|7432941|7433054
174972;7432957|7433084|7432943
174974;7432949|7433112|7432918
174976;7433092|7433079|7433062
174979;7432945|7433048|7432915
174983;7432987|7432916|7433005
174984;7432972|7433023|7433094
174986;7433078|7433109|7433076
174989;7432908|7432943|7432878
174990;7432942|7433112|7433110
174993;7433039|7433014|7432939
174997;7433082|7433056|7432866
175000;7432931|7433033|7433093
175001;7432944|7432865|7432945
175002;7432902|7432999|7432907
175003;7432878|7432976|7432922
175005;7432903|7433021|7433004
175006;7432969|7432904|7433090
175007;7432970|7433084|7433007
175010;7433104|7433085|7432924
175011;7433044|7432888|7432903
175012;7432897|7432961|7433070
175013;7433085|7433022|7432931
175017;7432993|7433019|7433026
175020;7432920|7432945|7432988
2251380;7433048|7433006|7432948
2251442;7433010|7433110|7433067
2252041;7433097|7433075|7433036
2252783;7433009|7432935|7432905
2252935;7432931|7432873|7432923
2252968;7433017|7433091|7432992
2253018;7433002|7432990|7432913
2253283;7433037|7432886|7432934
2253495;7433113|7432900|7432919
2253551;7432886|7433053|7433092
2254349;7432906|7432975|7432933
2254615;7432935|7432996|7432920
2254773;7433018|7433099|7432948
2254815;7432927|7432892|7432983
2255012;7433067|7433065|7433109
2255470;7432913|7433036|7432991
2255535;7432900|7433077|7433005
2255887;7433102|7432887|7433074
2256049;7433035|7432906|7432967
2256245;7433047|7432917|7432971
2256401;7433091|7433066|7432995
2256649;7432906|7432915|7433062
2256713;7432936|7432938|7433015
2256923;7432927|7432964|7433063
2256994;7433021|7432898|7433012
2256999;7432919|7432872|7432914
2257236;7433062|7433009|7433018
2266650;7432989|7432922|7433096
2266653;7432909|7433063|7432880
2266654;7433085|7433113|7432998
2266655;7433065|7433010|7432920
2266657;7433037|7433038|7432973
2266658;7433059|7432995|7433011
2266659;7433101|7432909|7432883
2266661;7433028|7432996|7432890
2266662;7433034|7433111|7432878
2266666;7433087|7432910|7432916
2266667;7432909|7433083|7432896
2266669;7432918|7432983|7433071
2266670;7432975|7433007|7432880
2266680;7432964|7432887|7433015
2266682;7433047|7432931|7432978
2266686;7433104|7433032|7433098
2266688;7432899|7433082|7433113
2266694;7432941|7432956|7432972
2266703;7432997|7433107|7433082
2266704;7432867|7433031|7432887
2266705;7433106|7433031|7433033
2266708;7433061|7432987|7433055
2266711;7433037|7433084|7432882
2266713;7433080|7433065|7432908
2266714;7432926|7433057|7432882
2266718;7433037|7432981|7432902
2266731;7433062|7432892|7432965
2266735;7432883|7432971|7433008
2266749;7432995|7432993|7432874
2266752;7432987|7432909|7433091
252980;7432950|7432925|7433070
252982;7433094|7433009|7432902
252986;7433076|7432946|7432887
252991;7433043|7433039|7433102
252992;7433073|7432908|7433090
252997;7432927|7432924|7433070
252998;7433065|7433076|7433077
252999;7433045|7432955|7432932
253007;7432871|7433046|7433022
253008;7433018|7432926|7432971
253014;7433050|7433026|7432969
253019;7433090|7433087|7432930
253027;7433110|7432971|7433093
253031;7433010|7433008|7433033
253033;7433020|7433099|7433087
253035;7432992|7432937|7432989
253049;7432891|7433034|7433017
253051;7432886|7433034|7433068
253058;7433013|7433085|7432932
253063;7432896|7433051|7433110
253064;7433076|7432983|7432944
253066;7433008|7432893|7433102
253069;7432893|7432921|7432929
253070;7432987|7432981|7433072
253077;7433000|7433062|7432958
253082;7433096|7432918|7432975
253084;7432947|7433045|7432949
253087;7432928|7433112|7433086
253093;7433004|7432954|7433110
253094;7432952|7433019|7433023
253095;7432983|7432988|7433095
253100;7432944|7433000|7432985
253107;7432904|7432899|7433027
253109;7432981|7433019|7432958
253110;7432967|7432866|7433054
253112;7433053|7433022|7433105
253118;7432966|7433079|7433039
253124;7432976|7433048|7432879
253131;7433076|7433012|7432997
253132;7432878|7432949|7433009
253144;7432939|7432951|7433089
253150;7433101|7433009|7433098
253154;7432921|7432870|7433054
253163;7433102|7432966|7432921
253164;7432876|7432978|7432884
253166;7433041|7432947|7433095
253169;7432879|7432878|7433071
253172;7432998|7432970|7432921
253173;7432950|7432893|7432919
253175;7432990|7433051|7432925
253176;7433093|7432871|7433069
253177;7432931|7432960|7433020
253183;7432943|7432982|7433083
253192;7433025|7433045|7433003
253196;7432876|7432886|7432928
253198;7433025|7432967|7433041
253204;7433015|7432993|7432981
253207;7432956|7433107|7432955
253213;7433113|7433092|7432960
253214;7432867|7433011|7432957
253218;7432892|7432937|7432890
253224;7433077|7432947|7433075
253227;7432900|7432949|7433033
253242;7432901|7432889|7432980
253245;7432944|7432920|7432988
253249;7433026|7432869|7433030
253250;7433086|7433097|7433094
253251;7433013|7433028|7432884
253254;7433097|7432892|7432941
253256;7432934|7432973|7433008
253257;7432888|7433109|7433048
253261;7433105|7432877|7432973
253262;7433010|7432925|7433005
253265;7432942|7433023|7433030
253269;7432999|7433013|7432962
253272;7433073|7432912|7433036
253276;7433106|7433043|7432898
253277;7432930|7433078|7432986
253283;7433009|7433093|7433000
253285;7433074|7433087|7433081
253286;7433053|7432901|7432899
253287;7433002|7432879|7432971
253289;7433106|7432994|7432930
253290;7433056|7432886|7433090
253296;7432910|7433050|7433099
253298;7432878|7432887|7432908
253301;7433051|7432949|7433058
253306;7432976|7432894|7433082
253312;7432994|7432879|7432971
253315;7432926|7432875|7432895
253326;7432897|7432908|7432919
253333;7433106|7432898|7432888
253334;7432916|7433037|7432958
253340;7433022|7432893|7432921
253343;7432899|7432956|7432978
253344;7432907|7433068|7432898
253352;7432985|7432890|7433082
253356;7432898|7433036|7432961
253359;7433002|7432934|7433076
253367;7432945|7433053|7432872
253373;7432906|7433056|7432979
253375;7432945|7432885|7432980
253379;7432910|7433033|7433104
253382;7433067|7433000|7433028
253395;7432930|7433051|7433033
253397;7433081|7433051|7432870
253399;7432985|7433009|7432993
253404;7432916|7433044|7432967
253409;7433077|7433000|7433064
253410;7433067|7433047|7433094
253412;7432947|7432998|7433095
253424;7433044|7432870|7433020
253433;7433098|7433050|7432877
253440;7432939|7432899|7432883
253442;7433061|7432932|7432879
253456;7432901|7432867|7432895
253458;7433056|7432958|7432871
253464;7433058|7433032|7433011
253466;7432929|7433080|7432947
253481;7433061|7432948|7432966
253482;7433082|7433054|7433093
253496;7433008|7433069|7432945
253502;7432962|7432915|7433000
253503;7432976|7432937|7433082
253504;7432931|7432983|7432920
253510;7432956|7433081|7432970
253516;7432881|7433071|7432979
253518;7432970|7432900|7432926
253526;7432930|7432952|7432984
253527;7432867|7432943|7432951
253531;7432965|7432993|7432976
253534;7433041|7433105|7432879
253536;7432933|7433049|7433058
253542;7432898|7433101|7433050
253543;7433049|7433086|7433022
253562;7433040|7433063|7433043
253566;7432982|7432983|7433075
253579;7433078|7433035|7432922
253586;7433047|7432920|7432948
253588;7433030|7433049|7433039
253598;7432994|7432983|7432922
253605;7432887|7432894|7432901
253610;7433019|7432942|7433056
253613;7433043|7432965|7432876
253619;7432978|7432934|7433011
253620;7432934|7433104|7432898
253623;7433067|7433087|7433098
253624;7433020|7433078|7433064
253629;7433062|7432946|7432868
253632;7433074|7432926|7432916
253636;7432996|7433031|7433047
253642;7433070|7432911|7432950
253645;7433075|7432934|7432970
253664;7433095|7433007|7433096
253668;7432900|7432939|7433065
253678;7432970|7432922|7432961
253683;7433025|7433106|7432873
253689;7432943|7432972|7432961
253693;7432947|7433028|7432908
253694;7432955|7432886|7432999
253695;7433047|7432943|7432883
253699;7432882|7432962|7432881
253708;7433097|7432964|7433035
253709;7432994|7433013|7432941
253714;7432995|7432957|7432950
253716;7432907|7432939|7432988
253718;7432933|7432943|7433051
253725;7433075|7433005|7432883
253728;7432934|7433050|7432910
253734;7432964|7433099|7433051
253737;7433000|7432989|7432876
253738;7432867|7432988|7433020
253743;7433103|7433098|7433025
253745;7432919|7432881|7433000
253748;7433077|7433002|7432929
253763;7432979|7432903|7432981
253779;7433040|7432990|7432985
253785;7432937|7432963|7432973
253796;7432965|7433045|7433048
253803;7433040|7432964|7432919
253808;7433051|7432965|7432995
253812;7433070|7432916|7432866
253815;7432927|7432978|7432865
253822;7432929|7432933|7432981
253826;7432958|7433085|7433032
253831;7432874|7432972|7433042
253833;7432982|7433113|7432877
253834;7432913|7433071|7432960
253836;7432892|7433072|7432914
253839;7433070|7432988|7433051
253844;7432965|7433086|7432871
253855;7432940|7432969|7432903
253863;7433017|7432883|7432918
253870;7432998|7432960|7432888
253871;7432895|7433063|7432921
253872;7432999|7433044|7433038
